sector,period,period_order,sector_health_score,corporate_health_score_median,sector_growth_score,growth_score_median,sector_profitability_score,profitability_score_median,sector_cash_conversion_score,cash_conversion_score_median,sector_working_capital_stress,working_capital_stress_score_median,sector_leverage_stress,leverage_stress_score_median,sector_balance_sheet_score,balance_sheet_resilience_score_median,sector_capital_allocation_score,capital_allocation_score_median,sector_matrix_consistency_score,matrix_consistency_score_median,company_count,sector_health_trend_yoy,sector_diffusion_label
Health Care,2020Q3,8083,51.99159806874353,51.99159806874353,52.25694444444445,52.25694444444445,53.608247422680414,53.608247422680414,29.07216494845361,29.07216494845361,66.64908851129667,66.64908851129667,25.36677717090088,25.36677717090088,73.24939149391015,73.24939149391015,50.58233491223182,50.58233491223182,74.01587690096403,74.01587690096403,1,-3.888655981501003,Mixed / Divergent
Industrial Goods & Services,2020Q3,8083,49.20534418103181,58.710212928318164,50.0,41.666666666666664,50.0,50.0,50.0,40.0,50.0,37.5,50.0,45.833333333333336,51.041666666666664,37.03703703703704,50.0,55.0,53.43052383351892,55.80999900382328,5,-2.663487876819538,Mixed / Divergent
Insurance,2020Q3,8083,51.62545148218303,51.62545148218303,33.50694444444445,33.50694444444445,9.896907216494846,9.896907216494846,92.57731958762886,92.57731958762886,30.33615458475222,30.33615458475222,51.89250898013784,51.89250898013784,59.13343529322911,59.13343529322911,74.50821955976595,74.50821955976595,46.58525089711985,46.58525089711985,1,-11.349365257131538,Mixed / Divergent
Oil & Gas,2020Q3,8083,36.16560395398608,36.16560395398608,27.60416666666666,27.60416666666666,12.680412371134022,12.680412371134022,56.391752577319586,56.391752577319586,38.24466629931116,38.24466629931116,59.60772117344281,59.60772117344281,47.536065217929604,47.536065217929604,43.00501532460295,43.00501532460295,52.90993306806156,52.90993306806156,2,-10.365757946090596,Weakening
Personal & Household Goods,2020Q3,8083,47.86074566567045,47.86074566567045,38.28125,38.28125,50.0,50.0,34.02061855670103,34.02061855670103,43.84769421249864,43.84769421249864,36.08444342980425,36.08444342980425,64.04179992280761,64.04179992280761,44.46503204235163,44.46503204235163,61.588067388887694,61.588067388887694,2,-8.391132763409814,Mixed / Divergent
Real Estate,2020Q3,8083,49.522985581332115,50.25307544887208,50.0,50.0,50.0,53.529411764705884,50.0,58.23529411764706,50.0,44.85294117647058,49.869281045751634,47.32843137254902,50.16339869281046,51.53186274509804,49.91830065359477,48.43137254901961,62.03057931054392,60.72074970903526,18,-1.8009426875862289,Mixed / Divergent
Retail,2020Q3,8083,50.19965055861716,62.7174902254931,50.0,50.0,50.0,40.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,75.94450577025425,84.78291344310495,3,-2.0566691593839366,Mixed / Divergent
Technology,2020Q3,8083,54.51515041298407,54.51515041298407,46.35416666666666,46.35416666666666,48.144329896907216,48.144329896907216,66.18556701030928,66.18556701030928,37.37175964259614,37.37175964259614,47.07836669821205,47.07836669821205,52.415380762266196,52.415380762266196,46.593758707160774,46.593758707160774,73.92308416149856,73.92308416149856,2,2.8852691999454976,Mixed / Divergent
Travel & Leisure,2020Q3,8083,43.6735216732239,43.6735216732239,16.840277777777775,16.840277777777775,49.48453608247422,49.48453608247422,66.08247422680412,66.08247422680412,68.66953165088398,68.66953165088398,37.56390612060715,37.56390612060715,61.30321004359047,61.30321004359047,42.132906101978264,42.132906101978264,52.740383648062064,52.740383648062064,2,-19.121253220327567,Weakening
Unknown,2020Q3,8083,67.72136152237516,67.72136152237516,15.277777777777777,15.277777777777777,44.32989690721649,44.32989690721649,97.31958762886597,97.31958762886597,11.005650277557493,11.005650277557493,2.183011719094193,2.183011719094193,86.58566519391262,86.58566519391262,53.608247422680414,53.608247422680414,47.223671559382666,47.223671559382666,1,-11.9795098248117,Mixed Improvement
Utilities,2020Q3,8083,49.183694019042726,50.714465813695845,50.0,43.33333333333333,50.0,54.0,50.0,40.0,50.0,55.0,50.0,51.66666666666667,50.74074074074074,44.44444444444444,50.0,52.0,53.91112328759601,51.335157938740366,6,-2.187473650020138,Mixed / Divergent
Banks,2020Q4,8084,50.72740329537194,54.64434418639475,50.0,53.4313725490196,50.0,57.05882352941176,50.0,50.58823529411765,50.0,51.470588235294116,50.0,49.01960784313726,50.0,50.73529411764706,50.0,49.26470588235294,65.72841911690195,68.36030824675905,18,0.27437959843746285,Mixed / Divergent
Basic Resources,2020Q4,8084,50.71322379125515,49.99211676534872,49.99999999999999,63.88888888888887,50.0,49.99999999999999,50.0,46.66666666666667,49.99999999999999,49.99999999999999,49.99999999999999,52.77777777777777,50.0,46.296296296296305,50.0,53.33333333333333,65.4519186786164,67.65183697452282,4,0.8867558213562958,Mixed / Divergent
Chemicals,2020Q4,8084,51.242998192178426,56.6029451539371,50.0,50.0,50.0,50.0,50.0,55.0,50.0,50.0,50.00000000000001,58.333333333333336,50.0,55.55555555555556,50.0,45.0,75.78252353201286,75.18017279792186,5,1.4128509067714319,Mixed / Divergent
Construction & Materials,2020Q4,8084,51.7553638007693,51.58844742111272,51.851851851851855,57.142857142857146,50.0,47.5,50.0,50.0,49.30555555555556,46.875,48.55324074074073,49.166666666666664,51.01410934744268,48.842592592592595,53.75,56.66666666666667,59.54845838962303,55.45497542611774,9,1.7757418396771527,Mixed / Divergent
Financial Services,2020Q4,8084,50.113272798022294,48.45443784278256,50.0,47.916666666666664,50.0,57.5,50.0,52.5,49.88425925925927,45.833333333333336,50.70436507936508,54.66269841269841,47.42339065255732,50.79365079365079,50.486111111111114,53.57142857142858,62.27634857661352,60.47494833190093,9,0.7293129439583339,Mixed / Divergent
Food & Beverage,2020Q4,8084,50.31981978777168,46.20241720886209,50.0,46.2962962962963,50.0,42.22222222222223,50.0,48.888888888888886,50.0,48.61111111111111,50.0,49.074074074074076,50.0,47.53086419753086,50.05555555555556,54.861111111111114,57.66942650294435,49.524999738332085,10,0.2168922883507065,Mixed / Divergent
Health Care,2020Q4,8084,52.31477164777994,52.31477164777994,47.95067296678122,47.95067296678122,58.35051546391753,58.35051546391753,33.263157894736835,33.263157894736835,68.49576666511172,68.49576666511172,34.52814092130573,34.52814092130573,79.97129761661972,79.97129761661972,45.320944112859465,45.320944112859465,68.9899974952956,68.9899974952956,1,-5.934044237087058,Mixed / Divergent
Industrial Goods & Services,2020Q4,8084,50.23842420352359,43.618735743724805,50.0,45.833333333333336,50.0,50.0,50.0,55.0,50.0,43.75,50.0,50.0,50.972222222222214,40.74074074074073,50.0,55.0,53.27665643454567,51.993998349680965,5,0.4261785082694516,Mixed / Divergent
Insurance,2020Q4,8084,50.4594220960845,50.4594220960845,42.48818728522337,42.48818728522337,12.577319587628866,12.577319587628866,88.84210526315789,88.84210526315789,43.39220496882337,43.39220496882337,52.850775726075824,52.850775726075824,51.96129614944048,51.96129614944048,62.30807258696569,62.30807258696569,50.61305632271382,50.61305632271382,1,-5.243242183578097,Mixed / Divergent
Oil & Gas,2020Q4,8084,34.30551262921374,34.30551262921374,23.222723367697593,23.222723367697593,10.618556701030927,10.618556701030927,54.526315789473685,54.526315789473685,47.339478763353085,47.339478763353085,54.04919991286677,54.04919991286677,45.97640640644367,45.97640640644367,38.34826972930608,38.34826972930608,58.34859658835769,58.34859658835769,2,-3.5357364064460697,Stress
Personal & Household Goods,2020Q4,8084,53.802790097108996,53.802790097108996,27.830577033218784,27.830577033218784,49.69072164948453,49.69072164948453,64.0,64.0,41.83136317076394,41.83136317076394,31.643762028506416,31.643762028506416,66.88041323985857,66.88041323985857,46.49376017362995,46.49376017362995,58.579328943524786,58.579328943524786,2,-4.936351159052535,Mixed / Divergent
Real Estate,2020Q4,8084,50.574123616039,56.10809973972313,50.0,59.31372549019608,50.0,52.352941176470594,50.0,51.76470588235294,50.0,47.794117647058826,49.582652505446625,51.01511437908496,50.190631808278866,45.669934640522875,50.44934640522876,51.34313725490196,60.01683348339475,54.295221224433014,18,-0.016436862639942262,Mixed / Divergent
Retail,2020Q4,8084,51.24453321082931,46.39458523614533,50.0,41.666666666666664,50.0,50.0,50.0,45.0,50.0,50.0,50.0,58.333333333333336,50.0,50.0,50.0,50.0,75.81245640739772,85.48016358038487,3,0.7565913819774224,Mixed / Divergent
Technology,2020Q4,8084,52.2907833724293,52.2907833724293,43.86633734249713,43.86633734249713,47.83505154639175,47.83505154639175,59.473684210526315,59.473684210526315,37.71105934443563,37.71105934443563,51.86531576871925,51.86531576871925,51.0382120214655,51.0382120214655,45.08343883764394,45.08343883764394,73.09532438770657,73.09532438770657,2,-1.8184984814134424,Mixed / Divergent
Travel & Leisure,2020Q4,8084,42.408514826578624,42.408514826578624,21.236039518900345,21.236039518900345,49.38144329896906,49.38144329896906,41.05263157894736,41.05263157894736,56.64528983183282,56.64528983183282,39.16632164465274,39.16632164465274,60.77072291691623,60.77072291691623,43.61237716283837,43.61237716283837,53.49144485573796,53.49144485573796,2,-11.841155756687748,Weakening
Unknown,2020Q4,8084,73.16995602898932,73.16995602898932,37.256586483390606,37.256586483390606,48.865979381443296,48.865979381443296,97.05263157894737,97.05263157894737,25.680952066261344,25.680952066261344,2.183011719094193,2.183011719094193,87.17476681394207,87.17476681394207,54.359739555073254,54.359739555073254,46.74910391721767,46.74910391721767,1,9.508404939321082,Broad Improvement
Utilities,2020Q4,8084,50.3095682288184,48.48698209824417,50.0,43.333333333333336,50.0,58.0,50.0,44.0,50.0,42.5,50.0,50.0,50.78703703703704,39.16666666666667,50.0,51.0,55.21952102526737,53.59799397117729,6,0.5877296347863421,Mixed / Divergent
Banks,2021Q1,8085,51.35922640860537,51.49981474817783,50.0,50.98039215686275,50.0,58.23529411764706,50.0,50.0,50.0,54.411764705882355,50.0,44.11764705882353,50.0,52.205882352941174,50.0,47.794117647058826,66.21454905896591,65.20186406092122,18,1.6506341573025338,Mixed / Divergent
Basic Resources,2021Q1,8085,51.40155361872392,56.23617305965607,49.99999999999999,58.333333333333314,50.0,53.33333333333333,50.0,46.666666666666664,49.99999999999999,49.99999999999999,49.99999999999999,52.77777777777777,50.0,44.44444444444444,50.0,60.0,67.03992997869216,70.1087616738715,4,1.8107241065248658,Mixed / Divergent
Chemicals,2021Q1,8085,51.91062733904313,49.643616983923245,50.0,54.166666666666664,50.0,70.0,50.0,50.0,50.0,62.5,50.0,58.333333333333336,50.0,44.44444444444444,50.0,50.0,76.96687140262796,77.04333096689692,5,3.2989263783859144,Mixed / Divergent
Construction & Materials,2021Q1,8085,52.54189712497579,53.28983092261783,52.31481481481481,52.67857142857142,50.0,50.0,50.0,50.0,49.30555555555556,42.857142857142854,48.39891975308642,48.47222222222223,50.94246031746032,48.74338624338624,53.75,50.833333333333336,60.48860793628801,56.49512626710977,9,3.050708070103582,Mixed / Divergent
Financial Services,2021Q1,8085,50.68114096716175,50.99638488617616,50.0,43.75,50.0,45.0,50.0,52.5,49.4212962962963,43.75,52.23214285714286,48.57142857142858,47.17537477954144,49.20634920634921,50.138888888888886,48.92857142857143,66.14829312962473,66.10076578267712,9,1.0850653983428344,Mixed / Divergent
Food & Beverage,2021Q1,8085,50.98871263374648,48.349005600315415,49.99999999999999,55.55555555555556,50.0,46.66666666666667,50.0,46.666666666666664,50.0,54.166666666666664,50.0,47.22222222222223,50.0,47.53086419753086,50.11111111111111,54.72222222222222,58.76730540472117,58.37373243123109,10,1.4714881778052842,Mixed / Divergent
Health Care,2021Q1,8085,51.30033625104815,51.30033625104815,32.41337342497136,32.41337342497136,52.57731958762887,52.57731958762887,40.8421052631579,40.8421052631579,67.6715734866508,67.6715734866508,28.290514112168722,28.290514112168722,83.97460076835111,83.97460076835111,48.65029842647856,48.65029842647856,67.98348764846669,67.98348764846669,1,-11.217073663603408,Mixed / Divergent
Industrial Goods & Services,2021Q1,8085,51.07184959261208,51.67630237802083,50.0,50.0,50.0,55.0,50.0,50.0,50.0,50.0,50.0,47.916666666666664,50.97222222222222,48.148148148148145,50.0,45.0,57.69403229142605,54.895573971544295,5,1.7602340555027354,Mixed / Divergent
Insurance,2021Q1,8085,51.249975130381486,51.249975130381486,42.50429553264605,42.50429553264605,12.164948453608249,12.164948453608249,87.78947368421053,87.78947368421053,37.844177123664686,37.844177123664686,51.69254553296144,51.69254553296144,53.20096608896222,53.20096608896222,54.850847048893705,54.850847048893705,51.0505576921114,51.0505576921114,1,-1.4622112714790063,Mixed / Divergent
Oil & Gas,2021Q1,8085,33.779728370481976,33.779728370481976,25.96202033218786,25.96202033218786,13.608247422680414,13.608247422680414,51.05263157894737,51.05263157894737,59.775877911632534,59.775877911632534,58.28667034024177,58.28667034024177,50.24666280218476,50.24666280218476,37.95571833363478,37.95571833363478,62.4968054235233,62.4968054235233,2,-2.1679875139352944,Stress
Personal & Household Goods,2021Q1,8085,64.01362506234501,64.01362506234501,46.82309564719358,46.82309564719358,52.371134020618555,52.371134020618555,68.63157894736842,68.63157894736842,35.90816258105146,35.90816258105146,27.359535807772698,27.359535807772698,70.60599174668405,70.60599174668405,49.18585337915235,49.18585337915235,74.46250225805349,74.46250225805349,2,14.277149583667033,Mixed Improvement
Real Estate,2021Q1,8085,51.40489717100956,52.80988426016832,50.0,49.99999999999999,50.0,50.0,50.0,51.76470588235294,50.0,50.0,48.52998509345258,52.28758169934641,50.53606237816764,46.877269426289025,50.44117647058823,52.156862745098046,60.204544478408756,58.53571831716839,19,1.7968986938291422,Mixed / Divergent
Retail,2021Q1,8085,51.84193416007158,41.34237610919549,50.0,41.666666666666664,50.0,60.0,50.0,50.0,50.0,50.0,50.0,58.333333333333336,50.0,38.888888888888886,50.0,60.0,75.62735388943382,85.6361928719121,3,1.6499278446220842,Mixed / Divergent
Technology,2021Q1,8085,47.338210761127264,47.338210761127264,38.42264461626576,38.42264461626576,43.60824742268041,43.60824742268041,53.36842105263158,53.36842105263158,44.29571243644166,44.29571243644166,53.888136635650206,53.888136635650206,47.596580658555595,47.596580658555595,43.376454452281905,43.376454452281905,72.79371265776906,72.79371265776906,2,-6.076844326170701,Mixed / Divergent
Travel & Leisure,2021Q1,8085,44.322556939036076,44.322556939036076,18.645296391752577,18.645296391752577,56.288659793814425,56.288659793814425,42.31578947368421,42.31578947368421,55.69645210383915,55.69645210383915,39.568264223553555,39.568264223553555,62.53271655002497,62.53271655002497,41.77847109181889,41.77847109181889,55.994218922421005,55.994218922421005,2,-4.911452092326279,Weakening
Unknown,2021Q1,8085,71.13110179875429,71.13110179875429,32.99863974799542,32.99863974799542,45.360824742268036,45.360824742268036,95.15789473684211,95.15789473684211,27.417063177372455,27.417063177372455,2.165179606409263,2.165179606409263,86.75054362368438,86.75054362368438,53.328811720021704,53.328811720021704,46.53566715684153,46.53566715684153,1,2.3838904051298755,Broad Improvement
Utilities,2021Q1,8085,51.269781078579165,48.71341147246105,50.0,43.33333333333333,50.0,56.0,50.0,46.0,50.0,52.5,49.27777777777778,45.41666666666667,50.74074074074074,42.5,50.0,52.0,60.081475553243784,59.252768887671394,6,1.9605343117622311,Mixed / Divergent
Banks,2021Q2,8086,51.547675330367994,51.13154481727683,50.0,43.627450980392155,50.0,51.76470588235294,50.0,46.470588235294116,50.0,51.470588235294116,50.0,50.0,50.0,50.73529411764706,50.0,50.73529411764706,70.03268687773829,71.63748841620756,18,1.3435285046247927,Mixed / Divergent
Basic Resources,2021Q2,8086,51.50555896532327,57.64093623286787,50.0,51.38888888888888,50.0,45.0,50.0,46.66666666666667,50.0,45.83333333333333,50.0,47.222222222222214,50.0,55.55555555555556,50.0,50.0,69.21141743855767,69.23253895384349,4,1.306245097921888,Mixed / Divergent
Chemicals,2021Q2,8086,51.892320214911294,56.15797731108559,50.0,45.833333333333336,50.0,65.0,50.0,50.0,50.0,56.25,50.0,50.0,50.0,38.888888888888886,50.0,50.0,76.75326475155855,77.48307334171092,5,1.6208440267960924,Mixed / Divergent
Construction & Materials,2021Q2,8086,52.01776648475345,51.92525816088171,51.85185185185185,54.464285714285715,50.0,52.5,50.0,50.0,48.958333333333336,45.535714285714285,49.24768518518519,51.25,50.43402777777778,44.14682539682539,52.916666666666664,50.83333333333333,57.42284759865827,55.3776990002808,9,2.175636607444268,Mixed / Divergent
Financial Services,2021Q2,8086,50.39352203669778,54.07972910909517,50.0,41.666666666666664,50.0,42.5,50.0,45.0,51.50462962962963,50.0,51.288139329806,59.047619047619044,46.811618165784836,40.01322751322751,49.93055555555556,46.96428571428571,65.60903012960497,65.96223238138853,9,0.3308923622026825,Mixed / Divergent
Food & Beverage,2021Q2,8086,51.14948044985045,54.58712286341016,50.0,52.77777777777778,50.0,45.55555555555556,50.0,53.33333333333333,50.0,47.222222222222214,50.0,47.22222222222222,50.0,48.148148148148145,50.11111111111111,57.22222222222223,62.0456614522977,66.9189806650547,10,1.2786520725870432,Mixed / Divergent
Health Care,2021Q2,8086,50.806377193484344,50.806377193484344,26.485538373424973,26.485538373424973,50.92783505154639,50.92783505154639,47.78947368421052,47.78947368421052,61.57980118097992,61.57980118097992,26.15299147600668,26.15299147600668,76.82366577341243,76.82366577341243,47.2966458545085,47.2966458545085,66.41452969345109,66.41452969345109,1,-11.749320938553502,Mixed / Divergent
Industrial Goods & Services,2021Q2,8086,51.410839522183835,48.95025315359387,50.0,45.833333333333336,50.0,55.0,50.0,45.0,50.0,56.25,50.0,50.0,50.90277777777778,43.51851851851851,50.0,50.0,64.65605424250931,73.71048727217637,5,1.5990134357735286,Mixed / Divergent
Insurance,2021Q2,8086,51.77722692737903,51.77722692737903,38.98374856815579,38.98374856815579,11.546391752577318,11.546391752577318,91.15789473684211,91.15789473684211,37.4845841885525,37.4845841885525,51.027802758929234,51.027802758929234,53.45845740352816,53.45845740352816,57.73098056597862,57.73098056597862,58.47288346943869,58.47288346943869,1,-1.0472802522153941,Mixed / Divergent
Oil & Gas,2021Q2,8086,29.635236013113264,29.635236013113264,35.026489117983964,35.026489117983964,14.63917525773196,14.63917525773196,21.263157894736842,21.263157894736842,62.32816047215873,62.32816047215873,56.07723636646158,56.07723636646158,49.735066111479256,49.735066111479256,38.21812262615301,38.21812262615301,53.57292200936908,53.57292200936908,2,-5.633604395760308,Stress
Personal & Household Goods,2021Q2,8086,67.3089734500166,67.3089734500166,62.354130870561285,62.354130870561285,54.94845360824742,54.94845360824742,59.578947368421055,59.578947368421055,32.34271863483696,32.34271863483696,30.045452515690144,30.045452515690144,69.03739578041282,69.03739578041282,53.19107701008002,53.19107701008002,81.16803409839818,81.16803409839818,2,27.260924629904665,Broad Improvement
Real Estate,2021Q2,8086,51.518504867167486,49.36880204840582,50.0,44.11764705882353,50.0,52.94117647058823,50.0,51.76470588235293,50.0,48.529411764705884,48.748996674693274,43.58660130718954,50.702566601689405,54.90196078431373,50.1625386996904,50.08403361344538,63.278075442762066,65.4129664476637,19,1.5287949591959276,Mixed / Divergent
Retail,2021Q2,8086,51.86531435424096,40.1575461150909,50.0,33.333333333333336,50.0,60.0,50.0,60.0,50.0,62.5,50.0,50.0,50.0,44.44444444444444,50.0,55.0,76.226650262778,79.57128547977689,3,1.0778267062401667,Mixed / Divergent
Technology,2021Q2,8086,46.46520126422953,46.46520126422953,36.232817869415804,36.232817869415804,42.06185567010309,42.06185567010309,56.210526315789465,56.210526315789465,43.60660501313927,43.60660501313927,54.639380042475,54.639380042475,46.07612424255798,46.07612424255798,40.04406471383919,40.04406471383919,73.09223959470637,73.09223959470637,2,-8.816906788537132,Mixed / Divergent
Travel & Leisure,2021Q2,8086,45.36682869598958,45.36682869598958,20.465528350515463,20.465528350515463,49.48453608247422,49.48453608247422,43.15789473684211,43.15789473684211,47.81249757040009,47.81249757040009,39.563714923335745,39.563714923335745,59.520323074627186,59.520323074627186,48.07224901225038,48.07224901225038,64.03193562965578,64.03193562965578,2,0.3102889330965297,Mixed / Divergent
Unknown,2021Q2,8086,52.46268974271708,52.46268974271708,51.115048682703325,51.115048682703325,47.42268041237113,47.42268041237113,2.9473684210526305,2.9473684210526305,42.73421667107234,42.73421667107234,2.165179606409263,2.165179606409263,86.30871740866228,86.30871740866228,29.896907216494846,29.896907216494846,46.79825831464109,46.79825831464109,1,-24.97570013977485,Mixed / Divergent
Utilities,2021Q2,8086,51.29571881514881,53.16243442142384,50.0,55.0,50.0,60.0,50.0,46.0,50.0,47.5,49.11111111111111,47.916666666666664,50.64814814814815,40.27777777777778,50.0,52.0,60.5084218006524,59.52141642395568,6,1.4214376572310883,Mixed / Divergent
Banks,2021Q3,8087,51.812247205084205,55.52278399372352,50.0,52.94117647058824,50.0,50.58823529411765,50.0,47.05882352941177,50.0,55.88235294117647,50.0,51.96078431372549,50.0,50.0,50.0,53.30882352941176,72.25429334663698,72.39292175241948,18,2.3909847512798947,Mixed / Divergent
Basic Resources,2021Q3,8087,51.50715458306993,56.89343279678567,49.99999999999999,49.999999999999986,49.99999999999999,46.66666666666666,50.0,50.0,49.99999999999999,45.83333333333333,49.99999999999999,44.44444444444444,50.0,50.0,50.0,50.0,66.30498489341008,66.36189866470818,4,2.0621370779680532,Mixed / Divergent
Chemicals,2021Q3,8087,52.199758070284055,53.52891854811673,50.00000000000001,45.833333333333336,50.0,50.0,50.0,45.0,50.0,50.0,50.0,50.0,50.0,47.22222222222222,50.0,45.0,79.81075816977821,79.72730105976493,5,2.4150112715019887,Mixed / Divergent
Construction & Materials,2021Q3,8087,51.78713929594281,54.83690144121568,50.0,45.833333333333336,50.0,52.5,50.0,50.0,50.0,50.0,48.28703703703704,50.595238095238095,50.42438271604939,49.20634920634921,53.333333333333336,50.0,58.68598522342437,51.86707468972848,9,2.1751314926032848,Mixed / Divergent
Financial Services,2021Q3,8087,50.55864796477047,50.068943601288154,50.0,52.083333333333336,50.0,45.0,50.0,40.0,50.23148148148148,50.0,51.995149911816576,56.44841269841269,46.73170194003527,43.35317460317461,49.93055555555556,51.42857142857143,64.43277586029234,64.7810935501906,9,1.4165615362175004,Mixed / Divergent
Food & Beverage,2021Q3,8087,51.34433567080324,57.43323795000239,50.0,46.29629629629629,50.0,44.44444444444444,50.0,51.111111111111114,50.0,50.0,50.0,46.29629629629629,50.0,48.148148148148145,49.83333333333333,50.69444444444444,63.46334819732043,66.49567548816421,10,1.9768706661999502,Mixed / Divergent
Health Care,2021Q3,8087,53.15003731117697,53.15003731117697,23.02405498281787,23.02405498281787,48.24742268041237,48.24742268041237,64.0,64.0,53.0039995862497,53.0039995862497,25.069085255378795,25.069085255378795,70.16485181310001,70.16485181310001,45.6513797925917,45.6513797925917,66.65318447031126,66.65318447031126,1,1.1584392424334453,Mixed / Divergent
Industrial Goods & Services,2021Q3,8087,51.79816946463973,46.96606760091475,50.0,54.166666666666664,50.0,55.0,50.0,45.0,50.0,43.75,49.0,44.444444444444436,50.90277777777778,40.74074074074073,50.0,55.0,66.27144396740364,72.76564478998067,5,2.5928252836079153,Mixed / Divergent
Insurance,2021Q3,8087,49.82061041649994,49.82061041649994,46.21993127147766,46.21993127147766,10.515463917525773,10.515463917525773,87.78947368421053,87.78947368421053,38.76093277706904,38.76093277706904,69.1357168357945,69.1357168357945,43.680526403083135,43.680526403083135,62.88140126707069,62.88140126707069,75.98352112943344,75.98352112943344,1,-1.8048410656830924,Mixed / Divergent
Oil & Gas,2021Q3,8087,29.20445125101291,29.20445125101291,36.42611683848797,36.42611683848797,12.886597938144329,12.886597938144329,17.894736842105264,17.894736842105264,60.57929352135986,60.57929352135986,54.63917782781307,54.63917782781307,48.54948162616911,48.54948162616911,34.072707542051006,34.072707542051006,58.007730805829965,58.007730805829965,2,-6.96115270297317,Stress
Personal & Household Goods,2021Q3,8087,48.26385066737429,48.26385066737429,19.329896907216494,19.329896907216494,46.90721649484536,46.90721649484536,48.10526315789475,48.10526315789475,42.910216184532636,42.910216184532636,37.597482088753736,37.597482088753736,64.80288209178796,64.80288209178796,48.94125469037775,48.94125469037775,75.59306984917838,75.59306984917838,2,0.40310500170384245,Mixed / Divergent
Real Estate,2021Q3,8087,51.446414000713865,49.235741886730764,50.0,50.0,50.0,50.0,50.0,50.588235294117645,50.0,50.0,48.94736842105263,46.41203703703704,50.32488628979857,53.485838779956424,50.20897832817337,49.66386554621848,60.57003281220975,58.899571450517655,19,1.9234284193817501,Mixed / Divergent
Retail,2021Q3,8087,51.99224782455354,43.31668074011026,50.0,66.66666666666667,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,44.44444444444444,50.0,55.0,75.76430679738802,72.54498387411049,3,1.7925972659363794,Mixed / Divergent
Technology,2021Q3,8087,48.62284578059481,48.62284578059481,43.38487972508591,43.38487972508591,44.94845360824742,44.94845360824742,55.78947368421052,55.78947368421052,48.4781746715857,48.4781746715857,53.29380730212293,53.29380730212293,46.60245978514985,46.60245978514985,40.00117689315492,40.00117689315492,75.69104625892102,75.69104625892102,2,-5.892304632389262,Mixed / Divergent
Travel & Leisure,2021Q3,8087,52.38489348700858,52.38489348700858,42.78350515463917,42.78350515463917,56.70103092783505,56.70103092783505,43.263157894736835,43.263157894736835,50.5651355032238,50.5651355032238,40.61406285030948,40.61406285030948,59.49273785889548,59.49273785889548,47.48556013236227,47.48556013236227,69.73488036182363,69.73488036182363,2,8.71137181378468,Mixed / Divergent
Unknown,2021Q3,8087,58.67082549720789,58.67082549720789,77.31958762886597,77.31958762886597,48.45360824742268,48.45360824742268,3.1578947368421044,3.1578947368421044,52.782183452286546,52.782183452286546,2.165179606409263,2.165179606409263,85.86689119364019,85.86689119364019,30.927835051546392,30.927835051546392,58.33841769683114,58.33841769683114,1,-9.050536025167268,Mixed Improvement
Utilities,2021Q3,8087,51.760779813477505,49.18443848107971,50.0,58.33333333333333,50.0,54.0,50.0,50.0,50.0,50.0,49.166666666666664,43.75,50.60185185185185,40.27777777777778,50.0,50.0,66.9451232627138,66.68011293921887,6,2.5770857944347796,Mixed / Divergent
Banks,2021Q4,8088,51.39698311104067,56.549006113632544,50.0,51.9607843137255,50.0,54.117647058823536,50.0,50.0,50.0,55.882352941176464,50.0,49.01960784313726,50.0,48.529411764705884,50.0,52.94117647058823,72.9047595757001,73.60244307272283,18,0.669579815668726,Mixed / Divergent
Basic Resources,2021Q4,8088,51.14555075677381,56.56545324243126,49.99999999999999,49.999999999999986,50.0,38.33333333333333,50.0,43.33333333333333,49.99999999999999,54.16666666666666,50.0,43.05555555555555,50.0,53.7037037037037,50.0,46.666666666666664,68.00182675228815,68.28531530938604,4,0.432326965518655,Mixed / Divergent
Chemicals,2021Q4,8088,51.5956304153234,60.82443459086711,50.0,62.5,50.0,50.0,50.0,40.0,50.0,56.25,50.0,43.75,50.0,54.166666666666664,50.0,60.0,76.77838352234767,74.33766168665926,5,0.35263222314497256,Mixed / Divergent
Construction & Materials,2021Q4,8088,50.846516434506974,51.90953651973183,50.0,43.75,50.0,57.5,50.0,55.0,50.0,37.5,49.10879629629629,42.5,50.0,50.0,50.0,50.0,59.497044079172355,56.121550223537454,9,-0.9088473662623286,Mixed / Divergent
Financial Services,2021Q4,8088,49.905981343259256,50.225508166099026,50.0,47.916666666666664,50.0,50.0,50.0,47.5,51.736111111111114,47.916666666666664,51.736111111111114,58.92857142857142,47.17261904761905,50.669642857142854,49.44444444444444,51.96428571428571,63.840134381638705,63.88518079072426,9,-0.20729145476303756,Mixed / Divergent
Food & Beverage,2021Q4,8088,50.81777302522307,46.82358191211388,50.0,57.40740740740741,50.0,44.44444444444444,50.0,49.99999999999999,50.0,51.388888888888886,50.0,52.77777777777777,50.0,43.51851851851852,49.72222222222222,50.69444444444444,62.165714045858955,61.74351703522853,10,0.49795323745139086,Mixed / Divergent
